"","PROVIDER_ID","L1","L2","L3"
"16542","01CE67FC-3F18-40FE-B47A-3B6FA10AF480","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Neurology"
"16543","50FB636D-5820-4FFE-8606-4A2899235B31","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"16544","9A927DE3-B483-46F4-B206-AAD01BD32D77","Allopathic & Osteopathic Physicians","Internal Medicine","Hematology & Oncology"
"16545","D039C87D-5BAB-4FB4-8D04-B92EA0772A1B","Allopathic & Osteopathic Physicians","Internal Medicine","Hospice and Palliative Medicine"
"16546","C097473B-49A6-4E4E-82C8-0D46BA6FBEB9","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Psychiatry"
"16547","CEA310BE-CCF1-40E9-9060-43B35E92258B","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"16548","DB4F6938-B4A2-43CD-9C4F-640856F13787","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16549","90A13452-382A-4D66-8D13-41D0C49B7D1B","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"16550","9BC9CEBC-F24E-4CC0-B00D-91F9B1B55843","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"16551","7F2F562F-62D7-439B-9D92-85C81535D141","Dental Providers","Dentist","General Practice"
"16552","DD06250F-68C7-43FA-857A-E1F8922D40DE","Behavioral Health & Social Service Providers","Psychologist","Clinical"
"16553","CA77145B-F457-4EEE-B5E6-6ED4DE3B204B","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16554","7A5A4BD1-4781-48F3-86A6-AD5A0ED44CDA","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Adult Health"
"16555","8A359DF8-2D1B-49F9-94D4-82B5D56B6CA0","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"16556","5484A3A2-AF15-4829-AA80-50B8147B8F0A","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","Medical"
"16557","1DBBAC1B-DB84-4A85-A8FB-42E6D907E323","Nursing Service Providers","Registered Nurse","General - Not specified"
"16558","B2B8EA61-C966-48C1-ABB4-7BD64055CA24","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"16559","CC9ED6C7-D0CA-4265-9D3D-3E244F5300EB","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"16560","91B6E560-2CB4-4952-8711-2F4D7B0F0082","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","Medical"
"16561","7E32EB34-4653-4CD8-AB5B-3AF218D54306","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"16562","DAE4B3B4-999C-4D1E-8730-D553406A7DB1","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"16563","FB944F09-4CED-4488-9EBA-A7591F9D2424","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Neurology"
"16564","BA1B4287-7852-40A9-B4A7-30DD00138EE5","Behavioral Health & Social Service Providers","Psychologist","General - Not specified"
"16565","859A739E-4CB0-4454-A99D-B4B9A9599412","Allopathic & Osteopathic Physicians","Physical Medicine & Rehabilitation","General - Not specified"
"16566","04887A29-FA01-42B7-820D-9C9E09D50771","Allopathic & Osteopathic Physicians","Internal Medicine","Infectious Disease"
"16567","97BCC3E3-3AA9-4327-95E9-DB4CE36FF3EB","Ambulatory Health Care Facilities","Clinic/Center","Federally Qualified Health Center (FQHC)"
"16568","EBCF5504-3383-43E2-8B2F-06D7DFF1A449","Behavioral Health & Social Service Providers","Psychologist","Clinical"
"16569","310D5455-3F77-462D-AD4C-95561B0E636C","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16570","2F0B8C75-1C5F-41C1-9A05-FFA58B058291","Nursing Service Providers","Registered Nurse","General - Not specified"
"16571","7B4B4B93-AE9B-487E-B8D1-B30C79065E23","Behavioral Health & Social Service Providers","Counselor","Addiction (Substance Use Disorder)"
"16572","E803F5B7-D12E-4902-94BE-3CE2BABCD692","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"16573","BE180FED-FE66-420E-9842-5F77F61D8C54","Allopathic & Osteopathic Physicians","Surgery","Vascular Surgery"
"16574","C7ADCD89-E280-45CC-BF2E-75D7F3D696FA","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16575","56681FC1-3974-484B-9348-85F21128A005","Other Service Providers","Naturopath","General - Not specified"
"16576","7AA53086-2C87-4A78-8110-B3733AB4219A","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"16577","05167525-8D2E-4B1C-8B64-14B8AE64CDDB","Allopathic & Osteopathic Physicians","Hospitalist","General - Not specified"
"16578","C86A4381-2CC9-4E0A-8A3C-E89AAE62FC88","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"16579","5FF35EB1-0BF8-4CF4-AEA5-5FB243D397F6","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"16580","50A322F2-8331-4B5E-9217-60D593ECC001","Dental Providers","Dentist","Pediatric Dentistry"
"16581","45144CC7-7FEC-4E5B-8E72-472ACFCC799E","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"16582","0B401A17-EFBC-46FC-9895-8BC5575241A4","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"16583","36C1F3D9-AD8D-4C3D-94BB-FC6D4AA34BD3","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16584","258746EE-1A3B-430E-AAC8-46DCF661B02F","Nursing Service Providers","Registered Nurse","General - Not specified"
"16585","6729BA65-A747-4C97-951C-4953E3F66AF6","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16586","9A6E9FB3-9F74-4A33-A6CD-F97B978123D4","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16587","A35D153E-A2D9-4843-BA1D-5C48267B627B","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"16588","A728F15A-8550-4789-98B8-75ABFB8556E0","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"16589","8D1A8E32-00DE-4F38-AF8E-C05429BFD31C","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16590","E0BA70C9-5357-4153-850D-3D4EB2DEDEAC","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16591","43232686-E1CD-4FFC-922A-0E7C58091987","Allopathic & Osteopathic Physicians","Internal Medicine","Pulmonary Disease"
"16592","F0213940-9D91-47A0-884D-4B520287E184","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16593","5FD9AA9F-E542-4A1C-BA28-CFDE254C9F10","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"16594","DC6E11FE-9617-419D-952E-FAA4C0BD3248","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16595","AE0D7823-4A5D-485D-A6C2-8E5F5659BF83","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16596","AEBA3B35-5601-4EBC-95A6-004B8F0BD007","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Psych/Mental Health"
"16597","DE94317E-E83D-4F0C-B7FB-AACD3CE98AAB","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16598","1101B3DE-DC17-4546-9635-EDCFAA8D5E84","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"16599","2DE3E811-66BD-4A57-B884-4B194D24E3CC","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16600","05FB8CB7-56EB-4E63-AFB2-9BBCBB3781F9","Dental Providers","Dentist","General - Not specified"
"16601","12FCD7CA-4D5E-4116-83DD-8251E86E8968","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16602","3523523C-B6FE-4E77-B6B2-6D24D3D1B1B4","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Neurology"
"16603","19917E73-F36A-43B2-AEFB-9EE22D389930","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16604","76BFB162-FB43-4DC4-A155-7ECDA73A0EA6","Allopathic & Osteopathic Physicians","Family Medicine","Geriatric Medicine"
"16605","A17369F3-5C7C-4BF7-9B3A-7BDE64E541F6","Behavioral Health & Social Service Providers","Counselor","Addiction (Substance Use Disorder)"
"16606","898554DB-E170-44AA-A0A6-2A2C46320CDB","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16607","CEBDF88F-03AE-4C30-B31B-8C6E69F84B44","Ambulatory Health Care Facilities","Clinic/Center","Federally Qualified Health Center (FQHC)"
"16608","BFD96096-2281-4E24-AF0C-D6ED01A865BD","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"16609","04A612A1-0019-4C79-9E2D-10EF0B3E55E9","Allopathic & Osteopathic Physicians","Surgery","Surgical Critical Care"
"16610","E95AE901-2BB2-4173-B6C4-E4FB38E38C2B","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16611","E76E657D-F378-424B-8E9B-1BF3C002CEB1","Other Service Providers","Naturopath","General - Not specified"
"16612","AB2B38EC-407B-4F30-8EA9-1ED1AD860698","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"16613","18D8926D-98E1-4A7D-8705-F78EA75AA801","Allopathic & Osteopathic Physicians","Pediatrics","Adolescent Medicine"
"16614","D6B181D5-938B-4FE1-B58B-17A2D041E73D","Other Service Providers","Interpreter","General - Not specified"
"16615","E0298C0A-D67C-48C7-808A-B68C23EF7BB8","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Psych/Mental Health"
"16616","45F68714-2A03-4DEA-AB49-A9FD317BB085","Allopathic & Osteopathic Physicians","Internal Medicine","Hematology & Oncology"
"16617","DF472897-4E0C-44F3-B81B-CA10EBA98CFC","Allopathic & Osteopathic Physicians","Pediatrics","Pediatric Cardiology"
"16618","C6EF4E8A-2177-4669-BA09-90BDEC9197EB","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16619","EA4DF8FC-2333-401F-AF85-0397B901E2B3","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"16620","C2317A14-A4C9-4321-BCDA-ADF1A9A6196A","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"16621","ED5F3362-9966-4BCD-B63E-232275070DA9","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16622","A98B06F1-DDE2-4B0C-AE7D-B0119E942991","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"16623","C1DF0116-A6ED-4F98-9D97-8DE91BC573F8","Nursing Service Providers","Registered Nurse","General - Not specified"
"16624","3EC193CE-9A74-4A72-88BC-AD48B0103932","Nursing Service Providers","Registered Nurse","General - Not specified"
"16625","A2BF9F70-78A4-480F-88EC-FD0525009C8D","Behavioral Health & Social Service Providers","Counselor","Addiction (Substance Use Disorder)"
"16626","DB68CA55-DAAA-449F-A410-1EB3B65E7B40","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16627","7489C9FE-A46B-401C-840D-2BBE177F17F2","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","Medical"
"16628","3EB18CD3-8215-4F4E-852F-E68F27F4C509","Behavioral Health & Social Service Providers","Counselor","General - Not specified"
"16629","AF0474EC-D298-4DAD-8703-3156BC0912A1","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16630","5B2594F3-5B44-4710-A438-0FC91D659308","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16631","497368F9-E9CC-41F8-AFF0-812B23453F21","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"16632","E8075A84-95D1-4A9C-97B9-EF44A4DC4695","Pharmacy Service Providers","Pharmacist","General - Not specified"
"16633","113C455B-6B5C-4AF2-89C9-C5C6DA7F41C9","Behavioral Health & Social Service Providers","Marriage & Family Therapist","General - Not specified"
"16634","7A40FF57-FE33-49AF-878F-086D2C31E39B","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16635","E8D0F519-BEF8-4E3A-AFFC-361785F5B1F4","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16636","45E10E97-E510-4133-A3A7-613FDCC3E509","Dental Providers","Dentist","General - Not specified"
"16637","F9D4CF06-EE4F-4CDC-8E25-C6CD1E7A34E7","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16638","8197BDA2-C946-429C-BDF6-D14DD6AF3026","Dental Providers","Dental Hygienist","General - Not specified"
"16639","740366F2-36FF-488B-B268-2E1AFE55AB4E","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"16640","5A8B864C-9F23-4267-ABFA-7DD218DF653F","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16641","B0DF1D12-D041-42AD-A097-045C5DADB43C","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16642","3D6CCCA8-F01B-43A8-9AF4-407E4D0665A1","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Psychiatry"
"16643","F9E6635B-9318-43CE-A198-FB690CF49D35","Allopathic & Osteopathic Physicians","Ophthalmology","General - Not specified"
"16644","BEACBC5C-FBAC-428A-85F2-D7AABD0CC386","Allopathic & Osteopathic Physicians","Hospitalist","General - Not specified"
"16645","8DE3A0DE-0D75-4B83-AC3A-0B416677210B","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16646","C50CDBAE-4601-4200-80C4-2FCCE50ED783","Dental Providers","Dental Hygienist","General - Not specified"
"16647","8CED07C9-1C56-4827-B61F-ABEB0C9F47F0","Allopathic & Osteopathic Physicians","Internal Medicine","Rheumatology"
"16648","62E4B23D-D6D3-468D-BDF3-38D0A3D8A0EF","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16649","7C8C13DC-44E4-4004-A638-0EC88D425F4A","Eye and Vision Services Providers","Optometrist","General - Not specified"
"16650","9C3504B2-D6A3-42BA-9C99-171355D84412","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Psych/Mental Health"
"16651","57E75625-07D1-4266-A3B9-8DB6B689AB9E","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"16652","6A9266AE-7829-4C48-BF0C-23C604785681","Ambulatory Health Care Facilities","Clinic/Center","Federally Qualified Health Center (FQHC)"
"16653","B0CA1C42-A3DB-4224-BBAC-EFC3F3985DE3","Ambulatory Health Care Facilities","Clinic/Center","Federally Qualified Health Center (FQHC)"
"16654","F9E6AD52-2B06-46B5-8CDC-9DEFDA0830CA","Eye and Vision Services Providers","Optometrist","General - Not specified"
"16655","82C3B14B-56A9-4A33-B3D8-C755016212E0","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"16656","2AA52CD7-8577-4E63-8F01-F4EC968BBEBD","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16657","D95F9556-6C9F-4D51-87D0-3313C8F98909","Allopathic & Osteopathic Physicians","Neurological Surgery","General - Not specified"
"16658","A030B9EE-07AB-4D1A-AB25-9591DE711D6A","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"16659","A62364D0-C7E6-471D-9EDF-D59949DC4157","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"16660","591A6817-BFC6-4FC0-99EE-5151464B842C","Nursing Service Providers","Registered Nurse","General - Not specified"
"16661","AAB72925-186A-47FD-87BA-A00DB85CFD21","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"16662","FBA08BF3-C8B3-4EBF-8B95-553054D28772","Eye and Vision Services Providers","Optometrist","General - Not specified"
"16663","359A23FB-11A5-4273-B252-76B9CE2D1D4A","Other Service Providers","Acupuncturist","General - Not specified"
"16664","C2061E00-FAEB-4BB8-BE0E-E4AD25D97BB1","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"16665","F5120A50-09A0-4E55-9AFC-4D46FDB6A73F","Allopathic & Osteopathic Physicians","Internal Medicine","Interventional Cardiology"
"16666","DF68C3ED-18BB-46D8-A0BE-0AE32ABC5A3B","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16667","B720C2D6-A2D8-42A8-80F0-7619E9D222E2","Other Service Providers","Naturopath","General - Not specified"
"16668","C78E7D3B-C87F-4760-996A-832424DF300C","Allopathic & Osteopathic Physicians","Surgery","Trauma Surgery"
"16669","719E87AB-5BD0-4944-870D-3F14CD109C09","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Pediatrics"
"16670","7F334514-F278-4D84-BB3C-2E772E25CCAB","Physician Assistants & Advanced Practice Nursing Providers","Advanced Practice Midwife","General - Not specified"
"16671","C9C0513D-8A14-4AA3-8F55-8326F8FFF25B","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16672","8E886D18-7E78-4C70-8C4D-12F22963588E","Ambulatory Health Care Facilities","Clinic/Center","Mental Health (Including Community Mental Health Center)"
"16673","678F76F0-FB18-41D6-9B1C-1C7B4825984C","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Psych/Mental Health"
"16674","25BAEB0C-2EB1-4C66-8F9D-C33315295409","Physician Assistants & Advanced Practice Nursing Providers","Clinical Nurse Specialist","Psych/Mental Health, Adult"
"16675","9666B4A4-DA30-4E04-B752-6B891127D52B","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Adult Health"
"16676","C425916D-4DE8-428F-B4D5-ECFC5664FF39","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16677","272FD5BD-1B6F-4789-9AD1-661F7B8480A1","Nursing Service Providers","Registered Nurse","Community Health"
"16678","31B3FAF5-8874-4B7C-A82A-8C72046BFE0C","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"16679","1F9F40E2-FA03-4CAB-9DFA-2B99C79E2061","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"16680","F3EFD3E2-3D39-4F82-A3C1-3141E68FAE98","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"16681","1A4D2F7D-BD76-41AF-A416-8D25D7809A40","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16682","A8C954D4-FA54-4F63-A48C-8DC539070BE8","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"16683","9F5B712F-D853-4107-AEC3-C8F2784F02BC","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16684","B9086D87-F37A-4E5D-8A4B-EA39B257E752","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"16685","E250E05F-5999-45CC-A761-6E644D6B83C0","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"16686","53B89EC1-22F4-4A52-90B1-D2CBE6CD1917","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16687","0C3473C2-6560-4405-B813-F54FE604E05C","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"16688","AC494524-4C36-456C-90FF-6C6BF37560B6","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"16689","22DBE824-6CB1-41DA-82A1-B1459E56DB75","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16690","9BB7B302-C18D-4E6D-97EA-D69B42248F81","Behavioral Health & Social Service Providers","Psychologist","General - Not specified"
"16691","4B0C3A10-D89E-4680-9ECE-0EF231BF05B6","Allopathic & Osteopathic Physicians","Radiology","Vascular & Interventional Radiology"
"16692","F2A44D6C-91B7-464A-B124-4B9AB3EF9F11","Pharmacy Service Providers","Pharmacist","General - Not specified"
"16693","D9AC3751-D46A-4B23-850C-E0DC6295584A","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"16694","CDEA7ACF-BE8F-4E8F-BD0C-4AC58A22793F","Behavioral Health & Social Service Providers","Counselor","Professional"
"16695","75F94BE7-8A0F-41E4-8382-834F3A1AE0A2","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"16696","A960B9B5-97C1-48B3-90E3-A9E9AE4E631F","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"16697","C6AD7FB6-CC25-4812-BB3C-1A631A5F3BA7","Behavioral Health & Social Service Providers","Marriage & Family Therapist","General - Not specified"
"16698","F397A903-2DE2-4A3C-814C-25AEFFB4D315","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Gerontology"
"16699","B94FD268-B96C-4257-89F3-96E2FF01E193","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16700","4B64ABE9-0272-431D-93C7-81285ECA558B","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"16701","11F8501E-4066-4A1A-BBD2-70B5FE81A0E0","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16702","DDC294AD-3A7B-4718-A133-79F18255ABC7","Chiropractic Providers","Chiropractor","General - Not specified"
"16703","06F6272A-D35F-4C4C-AB39-E12A256368A4","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"16704","90359B7A-C6AD-42D2-AD96-76638207ED89","Nursing Service Providers","Registered Nurse","General - Not specified"
"16705","60F3AF46-DAF2-42A8-929B-61BADA56001F","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16706","15A11361-DF4F-462D-884E-80AE01EBE79C","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"16707","F9256A71-BEB2-4BEF-A2A5-F77FF6D14174","Other Service Providers","Peer Specialist","General - Not specified"
"16708","6AAC24EA-7598-4060-ADF6-3D2AB7C17B37","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"16709","50FC7994-B146-4F30-BB84-59432AD41887","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"16710","FC516985-361C-46AF-993A-6435855C4925","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"16711","45BECEA1-FF01-4E10-A78B-64421E98F585","Allopathic & Osteopathic Physicians","Family Medicine","Hospice and Palliative Medicine"
"16712","B7541309-2892-4AF0-9589-28108FEEB59A","Dental Providers","Dentist","General - Not specified"
"16713","123817A7-C572-44EA-8218-4ED63362940E","Behavioral Health & Social Service Providers","Psychologist","Clinical"
"16714","D855FFBA-6086-4A86-B001-A4B57ED63C16","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16715","7D723EC3-0634-49DD-8D61-5ACC0D6BC555","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16716","A51D4613-2F69-4662-AD42-F626C1B29E96","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"16717","DCC340D5-0C53-4780-83B0-FEFAA663BBF8","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"16718","707D001C-C9C4-4530-B2D5-1289C4BB63F5","Allopathic & Osteopathic Physicians","Internal Medicine","Clinical Cardiac Electrophysiology"
"16719","F12BCFA5-21AE-47A7-8C80-7549F8D5A180","Nursing Service Providers","Registered Nurse","General - Not specified"
"16720","7495E12B-0190-4722-8256-FD8242555A10","Behavioral Health & Social Service Providers","Social Worker","General - Not specified"
"16721","4844606D-B299-430A-91C3-283BC9969602","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16722","C544CCC8-4CBD-49DC-8E65-450CD58641C3","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16723","181FC2B6-1EC4-400F-9A79-7F1C1C29F5EB","Behavioral Health & Social Service Providers","Social Worker","General - Not specified"
"16724","9E87C535-6FD5-4B25-9298-B5810B76C5C4","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16725","B7725A3A-B302-4D29-979C-69ABD0C47AF0","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"16726","243B4D48-4A31-49CB-8278-AE19EAEE8A0D","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16727","5CD5583A-948E-4844-A0F4-0FCF4A769F73","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16728","25EB0137-388C-453D-8134-67A0D21E236E","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"16729","E98CA599-2B31-4074-9A92-03B882436E32","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"16730","67FAECA9-B50D-4D3A-B0DB-FFD95AD5AB06","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"16731","E74DCCEF-14DC-4094-AB24-71CA2521A3FD","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"16732","022266FA-A39A-44BA-AFDB-2F03ED49CC26","Behavioral Health & Social Service Providers","Marriage & Family Therapist","General - Not specified"
"16733","B186E38E-2212-43DE-BAA8-35FEF7F0FDC3","Other Service Providers","Acupuncturist","General - Not specified"
"16734","FC48F739-1F33-42CD-9D8C-D980612718FF","Dental Providers","Dentist","General Practice"
"16735","42684C75-5A79-48AA-A668-ADAC48FD2B83","Allopathic & Osteopathic Physicians","Family Medicine","Hospice and Palliative Medicine"
"16736","2E789202-A804-4571-BC86-AC89C7C48CCD","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16737","AF3C2459-93D5-497A-8BF3-81AEDEA6CFD9","Pharmacy Service Providers","Pharmacist","General - Not specified"
"16738","5DD67CBC-AB6D-465D-93EF-5352D257EAC5","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"16739","A60D66B1-ACFE-4540-B524-CA16A0AF9238","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16740","1B4EA827-14C5-4E53-B6C9-18028B36A3D8","Dental Providers","Dentist","General Practice"
"16741","E3101D1B-AD44-439C-8C9F-373EAF430B3A","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"16742","4D270E21-4836-4FB8-BC46-889F4FCB4D3F","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"16743","FC456C72-A704-44D3-8DA7-FB5611BE6475","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"16744","2A4CAADF-A32A-4174-8EDA-C756FB6E0B8F","Behavioral Health & Social Service Providers","Marriage & Family Therapist","General - Not specified"
"16745","CF1E2ABF-36D4-4037-93A8-1D7008DDA9E0","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"16746","9ADD5550-BFBD-4970-8B2E-4BF90708B1CF","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"16747","B43C7BEA-9BC0-4502-8007-A20F07F8B60E","Podiatric Medicine & Surgery Service Providers","Podiatrist","Foot Surgery"
"16748","3F9BC9E8-C27A-4D98-9C23-CF9DCF984D6C","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"16749","EC0A2D15-C236-4DB2-BA46-4AE7F5E7AE76","Other Service Providers","Acupuncturist","General - Not specified"
"16750","F0D7A3EC-A97E-4655-8D6A-86EA623B6AFB","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"16751","555282CC-023B-4CCD-B97C-AE71C98C3DAA","Nursing Service Providers","Registered Nurse","Community Health"
"16752","53628B41-F745-4417-B6E8-F12C86808BC6","Pharmacy Service Providers","Pharmacist","Pharmacist Clinician (PhC)/ Clinical Pharmacy Specialist"
"16753","FFCC6862-23ED-4A2F-9DA2-A9FCE1698ED6","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"16754","DAEEA0C5-7C69-451C-9399-48C2471926ED","Ambulatory Health Care Facilities","Clinic/Center","Federally Qualified Health Center (FQHC)"
"16755","AF40D359-C130-43FE-973F-98382CB3506C","Allopathic & Osteopathic Physicians","Internal Medicine","Gastroenterology"
